personne_raw_text,personne_nom_complet,personne_civilite,personne_prenom,personne_nom,personne_genre,groupe_politique_libelle,poste_libelle,zone_geographique_libelle,zone_geographique_type,source_url
M. Grégoire HALLIEZ,M. Grégoire HALLIEZ,M.,Grégoire,HALLIEZ,M,,Directeur du cabinet,"Cabinet de la ministre de l’Agriculture, de l'Agro-alimentaire et de la Souveraineté alimentaire",,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
Mme Marie PHILIPPE,Mme Marie PHILIPPE,Mme,Marie,PHILIPPE,F,,Directrice du cabinet,"Cabinet de la ministre déléguée auprès du ministre de l'Europe et des Affaires étrangères, chargée de la francophonie et des partenariats internationaux et des Français de l'étranger",,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
M. Nicolas JANNIN,M. Nicolas JANNIN,M.,Nicolas,JANNIN,M,,Directeur de cabinet,"Cabinet du ministre délégué auprès du ministre de l’Europe et des Affaires étrangères, chargé du commerce extérieur et et de l'attrativité",,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
M. Thierry PEYROUX,M. Thierry PEYROUX,M.,Thierry,PEYROUX,M,,Directeur du cabinet,"Cabinet du ministre délégué auprès du ministre de l’Europe et des Affaires étrangères, chargé de l'Europe",,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
M. Dominique LEPIDI,M. Dominique LEPIDI,M.,Dominique,LEPIDI,M,,Directeur du cabinet,Cabinet de la ministre déléguée auprès du ministre de l'Intérieur,,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
M. Nicolas HESSE,M. Nicolas HESSE,M.,Nicolas,HESSE,M,,Directeur de cabinet,Cabinet du ministre délégué auprès du ministre de l'intérieur,,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
Mme Valérie MICHEL-MOREAUX,Mme Valérie MICHEL-MOREAUX,Mme,Valérie,MICHEL-MOREAUX,F,,Directrice du cabinet,"Cabinet du ministre délégué auprès de la ministre de l’Aménagement du territoire et de la Décentralisation, chargé de la ruralité",,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
M. Jean-Philippe REY,M. Jean-Philippe REY,M.,Jean-Philippe,REY,M,,Directeur du cabinet,"Cabinet de la ministre des Sports, de la Jeunesse et de la Vie associative",,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
Mme Lise ALTER,Mme Lise ALTER,Mme,Lise,ALTER,F,,Directrice du cabinet,"Cabinet de la ministre de la Santé, des Familles, de l’Autonomie et des Personnes handicapées",,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
M. Emmanuel MONNET,M. Emmanuel MONNET,M.,Emmanuel,MONNET,M,,Directeur du cabinet,"Cabinet du ministre de l’Économie, des Finances et de la Souveraineté industrielle, énergétique et numérique",,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
Mme Manon DELAUNE-PERRIERE,Mme Manon DELAUNE-PERRIERE,Mme,Manon,DELAUNE-PERRIERE,F,,Directrice de cabinet,"Cabinet du garde des Sceaux, ministre de la Justice",,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
Mme Katayoune PANAHI,Mme Katayoune PANAHI,Mme,Katayoune,PANAHI,F,,Directrice de cabinet,Cabinet du ministre des Transports,,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
M. François BOLARD,M. François BOLARD,M.,François,BOLARD,M,,Directeur de cabinet,"Cabinet du ministre des petites et moyennes Entreprises, du Commerce, de l'Artisanat, du Tourisme et du Pouvoir d'achat",,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
Mme Claire LEGRAS,Mme Claire LEGRAS,Mme,Claire,LEGRAS,F,,Directrice du cabinet,Cabinet civil et militaire de la ministre des Armées et des Anciens combattants,,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
M. Didier JAFFRE,M. Didier JAFFRE,M.,Didier,JAFFRE,M,,Directeur du cabinet,"Cabinet de la ministre déléguée auprès de la ministre de la Santé, des Familles, de l’Autonomie et des Personnes handicapées, chargée de l'autonomie et des personnes handicapées",,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
M. Adrien LAROCHE,M. Adrien LAROCHE,M.,Adrien,LAROCHE,M,,Directeur de cabinet,"Cabinet de la ministre déléguée auprès du ministre de l’Économie, des Finances et de la Souveraineté industrielle, énergétique et numérique, chargée de l’intelligence artificielle et du numérique",,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
M. Laurent SUSTER,M. Laurent SUSTER,M.,Laurent,SUSTER,M,,Directeur de cabinet,"Cabinet du ministre délégué auprès du ministre de l’Économie, des Finances et de la Souveraineté industrielle, énergétique et numérique, chargé de l’industrie",,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
M. Alexandre ESCORCIA,M. Alexandre ESCORCIA,M.,Alexandre,ESCORCIA,M,,Directeur du cabinet,"Cabinet de la ministre déléguée auprès de la ministre des Armées et des Anciens combattants, chargée de la mémoire et des anciens combattants",,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
