personne_raw_text,personne_nom_complet,personne_civilite,personne_prenom,personne_nom,personne_genre,groupe_politique_libelle,poste_libelle,zone_geographique_libelle,zone_geographique_type,source_url
M. Gilles HALBOUT,M. Gilles HALBOUT,M.,Gilles,HALBOUT,M,,Conseiller Education et enseignement supérieur,,,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
M. William ELMAN,M. William ELMAN,M.,William,ELMAN,M,,Conseiller,,,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
M. Pierrick PERROT,M. Pierrick PERROT,M.,Pierrick,PERROT,M,,Conseiller parlementaire,,,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
M. Grégoire POTTON,M. Grégoire POTTON,M.,Grégoire,POTTON,M,,Conseiller,,,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
M. Mathias GINET,M. Mathias GINET,M.,Mathias,GINET,M,,Conseiller agriculture,,,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
M. Nicolas CLAUSSET,M. Nicolas CLAUSSET,M.,Nicolas,CLAUSSET,M,,Conseiller énergie,,,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
Mme Violaine DEMARET,Mme Violaine DEMARET,Mme,Violaine,DEMARET,F,,"Conseillère Intérieur, sécurité",,,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
M. Xavier RONSIN,M. Xavier RONSIN,M.,Xavier,RONSIN,M,,Conseiller justice,,,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
Mme Lisa GAMGANI,Mme Lisa GAMGANI,Mme,Lisa,GAMGANI,F,,Conseillère institutions et action publique,,,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
M. Laurent CARRIÉ,M. Laurent CARRIÉ,M.,Laurent,CARRIÉ,M,,Conseiller territoires,,,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
M. Olivier JACOB,M. Olivier JACOB,M.,Olivier,JACOB,M,,Conseiller Outre-mer,,,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
M. Jonathan GUÉMAS,M. Jonathan GUÉMAS,M.,Jonathan,GUÉMAS,M,,Conseiller spécial Communication et stratégie,,,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
M. Jonas BAYARD,M. Jonas BAYARD,M.,Jonas,BAYARD,M,,Conseiller communication,,,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
M. Baptiste ROSSI,M. Baptiste ROSSI,M.,Baptiste,ROSSI,M,,Conseiller discours,,,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
M. Guillaume ROZIER,M. Guillaume ROZIER,M.,Guillaume,ROZIER,M,,Conseiller veille numérique et données,,,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
M. Olivier ALEXANIAN,M. Olivier ALEXANIAN,M.,Olivier,ALEXANIAN,M,,Conseiller opinion,,,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
M. Matthieu LANDON,M. Matthieu LANDON,M.,Matthieu,LANDON,M,,Conseiller économie,,,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
Mme Claire VERNET-GARNIER,Mme Claire VERNET-GARNIER,Mme,Claire,VERNET-GARNIER,F,,"Conseillère industrie, innovation, numérique et participations publiques",,,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
Mme Clémence LENOIR,Mme Clémence LENOIR,Mme,Clémence,LENOIR,F,,Conseillère Macro-économie et politiques publiques,,,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
Mme Victoire VANDEVILLE,Mme Victoire VANDEVILLE,Mme,Victoire,VANDEVILLE,F,,"Conseillère attractivité, export, politiques commerciales et tourisme",,,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
