personne_raw_text,personne_nom_complet,personne_civilite,personne_prenom,personne_nom,personne_genre,groupe_politique_libelle,poste_libelle,zone_geographique_libelle,zone_geographique_type,source_url
M. Jérôme HARNOIS,M. Jérôme HARNOIS,M.,Jérôme,HARNOIS,M,,Préfet,Charente,préfecture,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
M. François GUILLOTOU DE KERÉVER,M. François GUILLOTOU DE KERÉVER,M.,François,DE KERÉVER,M,,Préfet,Côtes-d'Armor,préfecture,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
M. Jean-Marie GIRIER,M. Jean-Marie GIRIER,M.,Jean-Marie,GIRIER,M,,Préfet,Pyrénées-Atlantiques,préfecture,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
M. Pierre REGNAULT DE LA MOTHE,M. Pierre REGNAULT DE LA MOTHE,M.,Pierre,DE LA MOTHE,M,,Préfet,Pyrénées-Orientales,préfecture,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
M. Louis LE FRANC,M. Louis LE FRANC,M.,Louis,LE FRANC,M,,Préfet,Finistère,préfecture,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
Mme Marilyne POULAIN,Mme Marilyne POULAIN,Mme,Marilyne,POULAIN,F,,Préfète,Lot,préfecture,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
Mme Vanina NICOLI,Mme Vanina NICOLI,Mme,Vanina,NICOLI,F,,Préfète,Savoie,préfecture,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
M. Bruno ANDRÉ,M. Bruno ANDRÉ,M.,Bruno,ANDRÉ,M,,Préfet,Lot-et-Garonne,préfecture,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
Mme Fanny ANOR,Mme Fanny ANOR,Mme,Fanny,ANOR,F,,Préfète,Aisne,préfecture,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
M. Vincent BERTON,M. Vincent BERTON,M.,Vincent,BERTON,M,,Préfet,Corrèze,préfecture,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
Mme Emmanuelle DUBÉE,Mme Emmanuelle DUBÉE,Mme,Emmanuelle,DUBÉE,F,,Préfète,Haute-Savoie,préfecture,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
M. Rollon MOUCHEL-BLAISOT,M. Rollon MOUCHEL-BLAISOT,M.,Rollon,MOUCHEL-BLAISOT,M,,Préfet,Somme,préfecture,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
M. Frédéric ROSE,M. Frédéric ROSE,M.,Frédéric,ROSE,M,,Préfet,Yvelines,préfecture,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
Mme Muriel NGUYEN,Mme Muriel NGUYEN,Mme,Muriel,NGUYEN,F,,Préfète,Loire,préfecture,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
M. Mikaël QUIMBERT,M. Mikaël QUIMBERT,M.,Mikaël,QUIMBERT,M,,Préfet,,préfecture,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
M. Jean SALOMON,M. Jean SALOMON,M.,Jean,SALOMON,M,,Préfet,Hautes-Pyrénées,préfecture,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
M. Jérôme BONET,M. Jérôme BONET,M.,Jérôme,BONET,M,,Préfet,Gard,préfecture,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
M. Gilles QUÉNÉHERVÉ,M. Gilles QUÉNÉHERVÉ,M.,Gilles,QUÉNÉHERVÉ,M,,Préfet,Lozère,préfecture,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
M. Bertrand GAUME,M. Bertrand GAUME,M.,Bertrand,GAUME,M,,Préfet,Nord,préfecture,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
M. Alain BUCQUET,M. Alain BUCQUET,M.,Alain,BUCQUET,M,,Préfet,Aude,préfecture,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
M. Charles GIUSTI,M. Charles GIUSTI,M.,Charles,GIUSTI,M,,Préfet,Eure,préfecture,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
M. Emmanuel AUBRY,M. Emmanuel AUBRY,M.,Emmanuel,AUBRY,M,,Préfet,Haut-Rhin,préfecture,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
M. Patrice LATRON,M. Patrice LATRON,M.,Patrice,LATRON,M,,Préfet,La Réunion,préfecture,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
M. Blaise GOURTAY,M. Blaise GOURTAY,M.,Blaise,GOURTAY,M,,Préfet,Vosges,préfecture,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
M. Étienne DESPLANQUES,M. Étienne DESPLANQUES,M.,Étienne,DESPLANQUES,M,,Préfet,Martinique,préfecture,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
M. Laurent HOTTIAUX,M. Laurent HOTTIAUX,M.,Laurent,HOTTIAUX,M,,Préfet,Alpes-Maritimes,préfecture,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
M. Yvan CORDIER,M. Yvan CORDIER,M.,Yvan,CORDIER,M,,Préfet,Haute-Loire,préfecture,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
Mme Régine PAM,Mme Régine PAM,Mme,Régine,PAM,F,,Préfète,Haute-Marne,préfecture,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
Mme Nadège BAPTISTA,Mme Nadège BAPTISTA,Mme,Nadège,BAPTISTA,F,,Préfète,Mayenne,préfecture,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
M. Gilles CLAVREUL,M. Gilles CLAVREUL,M.,Gilles,CLAVREUL,M,,Préfète,Landes,préfecture,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
M. Xavier DELARUE,M. Xavier DELARUE,M.,Xavier,DELARUE,M,,Préfet,Meuse,préfecture,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
M. Jean-Marie CAILLAUD,M. Jean-Marie CAILLAUD,M.,Jean-Marie,CAILLAUD,M,,Préfet,Oise,préfecture,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
M. Joseph ZIMET,M. Joseph ZIMET,M.,Joseph,ZIMET,M,,Préfet,Loir-et-Cher,préfecture,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
M. Simon FETET,M. Simon FETET,M.,Simon,FETET,M,,Préfet,Deux-Sèvres,préfecture,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
M. Pascal BOLOT,M. Pascal BOLOT,M.,Pascal,BOLOT,M,,Préfet,Moselle,préfecture,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
M. Thibault LANXADE,M. Thibault LANXADE,M.,Thibault,LANXADE,M,,Préfet,Indre,préfecture,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
M. Simon BERTOUX,M. Simon BERTOUX,M.,Simon,BERTOUX,M,,Préfet,Tarn,préfecture,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
Mme Fabienne BALUSSOU,Mme Fabienne BALUSSOU,Mme,Fabienne,BALUSSOU,F,,Préfet,Essonne,préfecture,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
M. Philippe BAILBE,M. Philippe BAILBE,M.,Philippe,BAILBE,M,,Préfet,Hautes-Alpes,préfecture,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
M. François PESNEAU,M. François PESNEAU,M.,François,PESNEAU,M,,Préfet,Maine-et-Loire,préfecture,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
M. Étienne STOSKOPF,M. Étienne STOSKOPF,M.,Étienne,STOSKOPF,M,,Préfet,Val-de-Marne,préfecture,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
M. Dominique DUFOUR,M. Dominique DUFOUR,M.,Dominique,DUFOUR,M,,Préfet,Saône-et-Loire,préfecture,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
M. Jacques WITKOWSKI,M. Jacques WITKOWSKI,M.,Jacques,WITKOWSKI,M,,Préfet,,préfecture,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
M. Paul MOURIER,M. Paul MOURIER,M.,Paul,MOURIER,M,,Préfet,Côte-d'Or,préfecture,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
M. Michäel GALY,M. Michäel GALY,M.,Michäel,GALY,M,,Préfet,Morbihan,préfecture,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
M. Thierry SUQUET,M. Thierry SUQUET,M.,Thierry,SUQUET,M,,Préfet,Vaucluse,préfecture,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
M. Marc CHAPPUIS,M. Marc CHAPPUIS,M.,Marc,CHAPPUIS,M,,Préfet,Manche,préfecture,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
M. Éric FREYSSELINARD,M. Éric FREYSSELINARD,M.,Éric,FREYSSELINARD,M,,Préfet,Vendée,préfecture,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
M. Philippe LOOS,M. Philippe LOOS,M.,Philippe,LOOS,M,,Préfet,Cantal,préfecture,https://api-lannuaire.service-public.gouv.fr/api/explore/v2.1/catalog/datasets/api-lannuaire-administration/records
